event_id,asset_id,title,event_type_id,start_date,end_date,event_status,description,performed_by,created_at,cost
8ef86524-4491-4270-8c3d-ffd814,SYS-4A549A15-F-F0CFD-A-E2244,PRO-30AFA3 Inspection,2,2025-01-07 00:00:00,2025-01-09 00:00:00,in_progress,Inspection for PRO-30AFA3,Vendor,2025-04-16 12:49:40,
97017200-7f41-4ceb-98a2-980980,SYS-4A549A15-F-F0CFD-A-E2244,PRO-30AFA3 Alteration,4,2025-02-06 00:00:00,2025-02-07 00:00:00,scheduled,Alteration for PRO-30AFA3,Vendor,2025-04-16 12:49:40,
0a3f54c2-8470-44c2-8b75-bd2052,SYS-4A549A15-F-F0CFD-A-E2244,PRO-30AFA3 Alteration,4,2026-02-06 00:00:00,2026-02-08 00:00:00,scheduled,Alteration for PRO-30AFA3,Internal Team,2025-04-16 12:49:40,
064eb3ae-1c50-4bd8-92c2-d9e1e2,SYS-4A549A15-F-F0CFD-A-6775C,PRO-90E1CF Commissioning,1,2022-03-22 00:00:00,2022-03-23 00:00:00,completed,Initial commissioning and calibration of PRO-90E1CF,Vendor,2025-04-16 12:49:40,672.16
42565868-d04a-4a03-a391-a96002,SYS-4A549A15-F-F0CFD-A-6775C,PRO-90E1CF Inspection,2,2022-04-21 00:00:00,2022-04-23 00:00:00,scheduled,Inspection for PRO-90E1CF,Internal Team,2025-04-16 12:49:40,
5ff55570-1512-4278-9149-cbbb7e,SYS-4A549A15-F-F0CFD-A-6775C,PRO-90E1CF Repair,3,2022-05-21 00:00:00,2022-05-23 00:00:00,in_progress,Repair for PRO-90E1CF,Vendor,2025-04-16 12:49:40,
6164a89f-131f-4dd5-9717-297c0a,SYS-4A549A15-F-F0CFD-A-6775C,PRO-90E1CF Alteration,4,2022-08-19 00:00:00,2022-08-20 00:00:00,completed,Alteration for PRO-90E1CF,Contractor,2025-04-16 12:49:40,941.04
6c1c7138-8291-4db2-8868-ce4d40,SYS-4A549A15-F-F0CFD-A-6775C,PRO-90E1CF Repair,3,2022-11-17 00:00:00,2022-11-19 00:00:00,in_progress,Repair for PRO-90E1CF,Contractor,2025-04-16 12:49:40,
c68a75be-7dd3-4f14-88c8-03bb8d,SYS-4A549A15-F-F0CFD-A-6775C,PRO-90E1CF Repair,3,2022-12-17 00:00:00,2022-12-19 00:00:00,scheduled,Repair for PRO-90E1CF,Internal Team,2025-04-16 12:49:40,
e28b9a55-8f61-4203-a18d-adfe85,SYS-4A549A15-F-F0CFD-A-6775C,PRO-90E1CF Maintenance,1,2023-01-16 00:00:00,2023-01-19 00:00:00,scheduled,Maintenance for PRO-90E1CF,Contractor,2025-04-16 12:49:40,
d38b3411-e247-4e6b-98d1-881034,SYS-4A549A15-F-F0CFD-A-6775C,PRO-90E1CF Alteration,4,2023-07-15 00:00:00,2023-07-18 00:00:00,completed,Alteration for PRO-90E1CF,Contractor,2025-04-16 12:49:40,3630.97
e74b5122-0eed-4af8-a621-834171,SYS-4A549A15-F-F0CFD-A-6775C,PRO-90E1CF Alteration,4,2023-08-14 00:00:00,2023-08-16 00:00:00,in_progress,Alteration for PRO-90E1CF,Internal Team,2025-04-16 12:49:40,
41f368a8-2800-449a-8d26-525cba,SYS-4A549A15-F-F0CFD-A-6775C,PRO-90E1CF Inspection,2,2023-10-13 00:00:00,2023-10-14 00:00:00,scheduled,Inspection for PRO-90E1CF,Vendor,2025-04-16 12:49:40,
8c1a0d76-1558-4c3a-abc6-5533c3,SYS-4A549A15-F-F0CFD-A-2D1E3,PRO-2B3D04 Commissioning,1,2023-04-30 00:00:00,2023-05-01 00:00:00,completed,Initial commissioning and calibration of PRO-2B3D04,Internal Team,2025-04-16 12:49:40,2529.68
ec17608e-6b8c-4a3e-9054-dfc409,SYS-4A549A15-F-F0CFD-A-2D1E3,PRO-2B3D04 Alteration,4,2023-06-29 00:00:00,2023-07-02 00:00:00,in_progress,Alteration for PRO-2B3D04,Vendor,2025-04-16 12:49:40,
ff123dbc-4c1c-4839-9824-e664a6,SYS-4A549A15-F-F0CFD-A-2D1E3,PRO-2B3D04 Alteration,4,2023-08-28 00:00:00,2023-08-29 00:00:00,in_progress,Alteration for PRO-2B3D04,Vendor,2025-04-16 12:49:40,
71d33433-ce9b-47b2-bd8a-349bbc,SYS-4A549A15-F-F0CFD-A-2D1E3,PRO-2B3D04 Alteration,4,2023-09-27 00:00:00,2023-09-30 00:00:00,completed,Alteration for PRO-2B3D04,Internal Team,2025-04-16 12:49:40,980.5
b875da37-c4b5-435c-815d-de5507,SYS-4A549A15-F-F0CFD-A-2D1E3,PRO-2B3D04 Maintenance,1,2023-11-26 00:00:00,2023-11-28 00:00:00,scheduled,Maintenance for PRO-2B3D04,Vendor,2025-04-16 12:49:40,
1156b195-824a-4728-871b-b61982,SYS-4A549A15-F-F0CFD-A-2D1E3,PRO-2B3D04 Inspection,2,2024-11-25 00:00:00,2024-11-26 00:00:00,completed,Inspection for PRO-2B3D04,Internal Team,2025-04-16 12:49:40,4921.45
a2c2e3b3-715c-465f-a7b5-a18319,SYS-4A549A15-F-F0CFD-A-2D1E3,PRO-2B3D04 Inspection,2,2025-11-25 00:00:00,2025-11-27 00:00:00,in_progress,Inspection for PRO-2B3D04,Vendor,2025-04-16 12:49:40,
ecb5b5e0-c87a-403e-b92a-a47263,SYS-4A549A15-F-F0CFD-A-08BEB,PRO-069AEA Commissioning,1,2021-03-08 00:00:00,2021-03-09 00:00:00,completed,Initial commissioning and calibration of PRO-069AEA,Contractor,2025-04-16 12:49:40,3980.6
cfb33756-f2ff-4bfb-8be1-56052d,SYS-4A549A15-F-F0CFD-A-08BEB,PRO-069AEA Inspection,2,2021-04-07 00:00:00,2021-04-09 00:00:00,completed,Inspection for PRO-069AEA,Vendor,2025-04-16 12:49:40,2924.1
5344a811-6fea-4065-bfc3-5dc4e3,SYS-4A549A15-F-F0CFD-A-08BEB,PRO-069AEA Inspection,2,2021-06-06 00:00:00,2021-06-08 00:00:00,completed,Inspection for PRO-069AEA,Internal Team,2025-04-16 12:49:40,736.32
617bb763-db04-4d36-8641-a62674,SYS-4A549A15-F-F0CFD-A-08BEB,PRO-069AEA Maintenance,1,2021-09-04 00:00:00,2021-09-05 00:00:00,in_progress,Maintenance for PRO-069AEA,Contractor,2025-04-16 12:49:40,
e208531a-4f36-43f9-89ce-12ca5a,SYS-4A549A15-F-F0CFD-A-08BEB,PRO-069AEA Alteration,4,2021-10-04 00:00:00,2021-10-05 00:00:00,completed,Alteration for PRO-069AEA,Contractor,2025-04-16 12:49:40,3388.17
f2d1a7ac-5816-4aa1-8517-24465c,SYS-4A549A15-F-F0CFD-A-08BEB,PRO-069AEA Alteration,4,2022-10-04 00:00:00,2022-10-05 00:00:00,completed,Alteration for PRO-069AEA,Vendor,2025-04-16 12:49:40,2593.72
77e432e8-5b93-456a-98b5-cd206b,SYS-4A549A15-F-F0CFD-A-08BEB,PRO-069AEA Maintenance,1,2023-01-02 00:00:00,2023-01-05 00:00:00,scheduled,Maintenance for PRO-069AEA,Internal Team,2025-04-16 12:49:40,
a6a4f3a6-8e38-4d78-969c-1014f5,SYS-4A549A15-F-F0CFD-A-08BEB,PRO-069AEA Inspection,2,2023-03-03 00:00:00,2023-03-06 00:00:00,completed,Inspection for PRO-069AEA,Internal Team,2025-04-16 12:49:40,3884.78
2209b6c0-c55c-4a92-85cf-b94378,SYS-4A549A15-F-F0CFD-A-08BEB,PRO-069AEA Inspection,2,2024-03-02 00:00:00,2024-03-05 00:00:00,scheduled,Inspection for PRO-069AEA,Contractor,2025-04-16 12:49:40,
ddc1c379-811d-4f8e-99f7-528a95,SYS-4A549A15-F-F0CFD-A-08BEB,PRO-069AEA Maintenance,1,2025-03-02 00:00:00,2025-03-03 00:00:00,in_progress,Maintenance for PRO-069AEA,Vendor,2025-04-16 12:49:40,
6f6d1eec-668a-413c-a2a3-ba4e73,SYS-4A549A15-F-F0CFD-A-A1F10,PRO-D07AD0 Commissioning,1,2023-01-08 00:00:00,2023-01-09 00:00:00,completed,Initial commissioning and calibration of PRO-D07AD0,Contractor,2025-04-16 12:49:40,2623.31
38a7d667-cd55-4039-b7c0-936887,SYS-4A549A15-F-F0CFD-A-A1F10,PRO-D07AD0 Maintenance,1,2024-01-08 00:00:00,2024-01-11 00:00:00,in_progress,Maintenance for PRO-D07AD0,Internal Team,2025-04-16 12:49:40,
67db20ee-c537-4c18-9632-2a54d1,SYS-4A549A15-F-F0CFD-A-A1F10,PRO-D07AD0 Repair,3,2024-04-07 00:00:00,2024-04-08 00:00:00,completed,Repair for PRO-D07AD0,Internal Team,2025-04-16 12:49:40,592.25
068b4561-4346-4781-b19c-a2ed21,SYS-4A549A15-F-F0CFD-A-A1F10,PRO-D07AD0 Alteration,4,2024-06-06 00:00:00,2024-06-09 00:00:00,in_progress,Alteration for PRO-D07AD0,Internal Team,2025-04-16 12:49:40,
350f255c-e1d7-4cad-9c04-350842,SYS-4A549A15-F-F0CFD-A-A1F10,PRO-D07AD0 Alteration,4,2024-09-04 00:00:00,2024-09-07 00:00:00,completed,Alteration for PRO-D07AD0,Contractor,2025-04-16 12:49:40,4643.07
89e3f434-c443-4d60-aa2f-aea2ee,SYS-4A549A15-F-F0CFD-A-A1F10,PRO-D07AD0 Maintenance,1,2024-12-03 00:00:00,2024-12-04 00:00:00,scheduled,Maintenance for PRO-D07AD0,Contractor,2025-04-16 12:49:40,
6398f0e0-6502-49e4-9ca9-2861c1,SYS-4A549A15-F-F0CFD-A-A1F10,PRO-D07AD0 Alteration,4,2025-01-02 00:00:00,2025-01-05 00:00:00,in_progress,Alteration for PRO-D07AD0,Internal Team,2025-04-16 12:49:40,
9fe7f0b4-1fd7-49e8-8a32-10449c,SYS-4A549A15-F-F0CFD-A-A1F10,PRO-D07AD0 Alteration,4,2025-07-01 00:00:00,2025-07-02 00:00:00,in_progress,Alteration for PRO-D07AD0,Contractor,2025-04-16 12:49:40,
b27fddf2-3590-4167-b355-30bd70,SYS-4A549A15-F-F0CFD-A-0A9AB,PRO-0369B0 Commissioning,1,2022-05-17 00:00:00,2022-05-18 00:00:00,completed,Initial commissioning and calibration of PRO-0369B0,Vendor,2025-04-16 12:49:40,1709.07
9c9eb9cb-94d2-4a20-87ff-677ec6,SYS-4A549A15-F-F0CFD-A-0A9AB,PRO-0369B0 Inspection,2,2023-05-17 00:00:00,2023-05-19 00:00:00,in_progress,Inspection for PRO-0369B0,Internal Team,2025-04-16 12:49:40,
bebad5cc-e007-4b94-85df-7dde11,SYS-4A549A15-F-F0CFD-A-0A9AB,PRO-0369B0 Maintenance,1,2024-05-16 00:00:00,2024-05-17 00:00:00,scheduled,Maintenance for PRO-0369B0,Vendor,2025-04-16 12:49:40,
01c43313-0094-4672-8e2d-ef50fd,SYS-4A549A15-F-F0CFD-A-0A9AB,PRO-0369B0 Inspection,2,2024-11-12 00:00:00,2024-11-14 00:00:00,in_progress,Inspection for PRO-0369B0,Internal Team,2025-04-16 12:49:40,
3dc31d4b-515b-4cfe-9989-f78410,SYS-4A549A15-F-F0CFD-A-0A9AB,PRO-0369B0 Maintenance,1,2025-11-12 00:00:00,2025-11-14 00:00:00,scheduled,Maintenance for PRO-0369B0,Contractor,2025-04-16 12:49:40,
fabbf81d-53bc-4d7b-a70e-ca1c68,SYS-4A549A15-F-F0CFD-A-99FD2,PRO-9FD4FF Commissioning,1,2020-11-25 00:00:00,2020-11-26 00:00:00,completed,Initial commissioning and calibration of PRO-9FD4FF,Contractor,2025-04-16 12:49:40,2278.2
a08a1868-181b-46ad-81a3-7c8b56,SYS-4A549A15-F-F0CFD-A-99FD2,PRO-9FD4FF Repair,3,2021-05-24 00:00:00,2021-05-26 00:00:00,scheduled,Repair for PRO-9FD4FF,Vendor,2025-04-16 12:49:40,
6c4d0701-9e79-4729-b2c2-084210,SYS-4A549A15-F-F0CFD-A-99FD2,PRO-9FD4FF Inspection,2,2021-08-22 00:00:00,2021-08-24 00:00:00,scheduled,Inspection for PRO-9FD4FF,Internal Team,2025-04-16 12:49:40,
21300741-44a9-4eba-ab9b-944302,SYS-4A549A15-F-F0CFD-A-99FD2,PRO-9FD4FF Maintenance,1,2021-10-21 00:00:00,2021-10-23 00:00:00,scheduled,Maintenance for PRO-9FD4FF,Internal Team,2025-04-16 12:49:40,
b014996b-86db-471a-9f8b-a2f0dd,SYS-4A549A15-F-F0CFD-A-99FD2,PRO-9FD4FF Alteration,4,2022-04-19 00:00:00,2022-04-21 00:00:00,completed,Alteration for PRO-9FD4FF,Internal Team,2025-04-16 12:49:40,3055.77
7d0d1ce5-68c7-44e7-8eec-ec5b5f,SYS-4A549A15-F-F0CFD-A-99FD2,PRO-9FD4FF Repair,3,2022-10-16 00:00:00,2022-10-19 00:00:00,scheduled,Repair for PRO-9FD4FF,Contractor,2025-04-16 12:49:40,
3ac671a3-1696-4b8f-b78f-dac0eb,SYS-4A549A15-F-F0CFD-A-99FD2,PRO-9FD4FF Maintenance,1,2022-12-15 00:00:00,2022-12-18 00:00:00,completed,Maintenance for PRO-9FD4FF,Vendor,2025-04-16 12:49:40,603.64
28dae27d-9772-40bc-8a9a-4d9cc8,SYS-4A549A15-F-F0CFD-A-99FD2,PRO-9FD4FF Alteration,4,2023-12-15 00:00:00,2023-12-16 00:00:00,completed,Alteration for PRO-9FD4FF,Contractor,2025-04-16 12:49:40,2843.62
1ed0dcb6-5282-470c-8a08-4a8f4a,SYS-4A549A15-F-F0CFD-A-99FD2,PRO-9FD4FF Repair,3,2024-12-14 00:00:00,2024-12-17 00:00:00,in_progress,Repair for PRO-9FD4FF,Vendor,2025-04-16 12:49:40,
3404d437-35eb-40b4-9bb4-55497e,SYS-4A549A15-F-F0CFD-A-99FD2,PRO-9FD4FF Alteration,4,2025-03-14 00:00:00,2025-03-15 00:00:00,completed,Alteration for PRO-9FD4FF,Internal Team,2025-04-16 12:49:40,2549.75
6a3c9c82-ce50-4346-ada3-787a7c,SYS-4A549A15-F-F0CFD-A-A152D,PRO-E3E16D Commissioning,1,2021-01-30 00:00:00,2021-01-31 00:00:00,completed,Initial commissioning and calibration of PRO-E3E16D,Contractor,2025-04-16 12:49:40,2109.81
9e00ea0f-449d-4e75-b53e-cc0635,SYS-4A549A15-F-F0CFD-A-A152D,PRO-E3E16D Inspection,2,2021-03-31 00:00:00,2021-04-03 00:00:00,scheduled,Inspection for PRO-E3E16D,Internal Team,2025-04-16 12:49:40,
317e4021-6fa1-4f27-99c5-09aa27,SYS-4A549A15-F-F0CFD-A-A152D,PRO-E3E16D Inspection,2,2021-04-30 00:00:00,2021-05-01 00:00:00,scheduled,Inspection for PRO-E3E16D,Contractor,2025-04-16 12:49:40,
b9aa1618-c882-49b8-9db4-8c8fe9,SYS-4A549A15-F-F0CFD-A-A152D,PRO-E3E16D Repair,3,2021-10-27 00:00:00,2021-10-30 00:00:00,completed,Repair for PRO-E3E16D,Vendor,2025-04-16 12:49:40,595.47
70658c96-b1e5-4d57-85f1-6ca53e,SYS-4A549A15-F-F0CFD-A-A152D,PRO-E3E16D Repair,3,2022-01-25 00:00:00,2022-01-27 00:00:00,completed,Repair for PRO-E3E16D,Vendor,2025-04-16 12:49:40,3468.82
fc2d4386-ea82-4c52-98be-54e529,SYS-4A549A15-F-F0CFD-A-A152D,PRO-E3E16D Repair,3,2023-01-25 00:00:00,2023-01-27 00:00:00,in_progress,Repair for PRO-E3E16D,Contractor,2025-04-16 12:49:40,
a712e41a-ca57-4f6d-a9d5-00ba45,SYS-4A549A15-F-F0CFD-A-A152D,PRO-E3E16D Maintenance,1,2023-03-26 00:00:00,2023-03-27 00:00:00,completed,Maintenance for PRO-E3E16D,Vendor,2025-04-16 12:49:40,1984.33
6311d550-b2a9-4d88-8683-5f746a,SYS-4A549A15-F-F0CFD-A-A152D,PRO-E3E16D Repair,3,2023-06-24 00:00:00,2023-06-27 00:00:00,in_progress,Repair for PRO-E3E16D,Vendor,2025-04-16 12:49:40,
ed60ef79-3edd-4b92-bc55-0ebfc6,SYS-4A549A15-F-F0CFD-A-A152D,PRO-E3E16D Alteration,4,2024-06-23 00:00:00,2024-06-24 00:00:00,in_progress,Alteration for PRO-E3E16D,Contractor,2025-04-16 12:49:40,
262e8c0f-06f7-4255-871c-90d1da,SYS-4A549A15-F-F0CFD-A-A152D,PRO-E3E16D Alteration,4,2025-06-23 00:00:00,2025-06-25 00:00:00,completed,Alteration for PRO-E3E16D,Vendor,2025-04-16 12:49:40,4538.62
d7ae6582-d2d2-4dbf-82a4-2c989a,SYS-4A549A15-F-F0CFD-A-C5DDA,CON-596F52 Commissioning,1,2021-02-21 00:00:00,2021-02-22 00:00:00,completed,Initial commissioning and calibration of CON-596F52,Contractor,2025-04-16 12:49:40,2106.43
7928f6fb-0f9b-471d-97e7-d37f0b,SYS-4A549A15-F-F0CFD-A-C5DDA,CON-596F52 Maintenance,1,2021-03-23 00:00:00,2021-03-24 00:00:00,completed,Maintenance for CON-596F52,Internal Team,2025-04-16 12:49:40,4881.41
df981816-7808-498d-8856-203252,SYS-4A549A15-F-F0CFD-A-C5DDA,CON-596F52 Alteration,4,2022-03-23 00:00:00,2022-03-26 00:00:00,scheduled,Alteration for CON-596F52,Contractor,2025-04-16 12:49:40,
556a543c-439e-4948-87d2-35e9b7,SYS-4A549A15-F-F0CFD-A-C5DDA,CON-596F52 Maintenance,1,2022-05-22 00:00:00,2022-05-23 00:00:00,scheduled,Maintenance for CON-596F52,Vendor,2025-04-16 12:49:40,
7547aa82-e97b-4fb5-b593-a37ecb,SYS-4A549A15-F-F0CFD-A-C5DDA,CON-596F52 Inspection,2,2022-08-20 00:00:00,2022-08-21 00:00:00,in_progress,Inspection for CON-596F52,Vendor,2025-04-16 12:49:40,
14cfc97a-34c0-426d-90e9-85b5a0,SYS-4A549A15-F-F0CFD-A-C5DDA,CON-596F52 Maintenance,1,2022-10-19 00:00:00,2022-10-20 00:00:00,completed,Maintenance for CON-596F52,Contractor,2025-04-16 12:49:40,3081.52
6477c6d1-4b41-43b4-9dc7-fadd8f,SYS-4A549A15-F-F0CFD-A-C5DDA,CON-596F52 Alteration,4,2022-12-18 00:00:00,2022-12-21 00:00:00,completed,Alteration for CON-596F52,Contractor,2025-04-16 12:49:40,3753.57
2b682382-9aee-4a19-a4f5-79248c,SYS-4A549A15-F-F0CFD-A-C5DDA,CON-596F52 Repair,3,2023-03-18 00:00:00,2023-03-20 00:00:00,completed,Repair for CON-596F52,Internal Team,2025-04-16 12:49:40,3700.63
dfc14d0c-a051-4df7-86c1-2d8383,SYS-4A549A15-F-F0CFD-A-C5DDA,CON-596F52 Maintenance,1,2023-06-16 00:00:00,2023-06-19 00:00:00,scheduled,Maintenance for CON-596F52,Vendor,2025-04-16 12:49:40,
9bef574c-a111-4f18-82eb-8c258b,SYS-4A549A15-F-F0CFD-A-C5DDA,CON-596F52 Maintenance,1,2023-09-14 00:00:00,2023-09-15 00:00:00,completed,Maintenance for CON-596F52,Contractor,2025-04-16 12:49:40,595.94
35da92a7-f98a-43b5-8257-45e737,SYS-4A549A15-F-F0CFD-A-AC9AC,CON-560A51 Commissioning,1,2022-01-12 00:00:00,2022-01-13 00:00:00,completed,Initial commissioning and calibration of CON-560A51,Vendor,2025-04-16 12:49:40,3843.02
002c0c12-d6e3-44e6-b68f-c34776,SYS-4A549A15-F-F0CFD-A-AC9AC,CON-560A51 Alteration,4,2022-02-11 00:00:00,2022-02-12 00:00:00,in_progress,Alteration for CON-560A51,Vendor,2025-04-16 12:49:40,
95d25b82-e2c0-417f-a3b2-6fbaab,SYS-4A549A15-F-F0CFD-A-AC9AC,CON-560A51 Repair,3,2022-05-12 00:00:00,2022-05-13 00:00:00,completed,Repair for CON-560A51,Internal Team,2025-04-16 12:49:40,1337.35
865dc21f-50a9-4b03-b47c-9bccc1,SYS-4A549A15-F-F0CFD-A-AC9AC,CON-560A51 Inspection,2,2023-05-12 00:00:00,2023-05-14 00:00:00,scheduled,Inspection for CON-560A51,Contractor,2025-04-16 12:49:40,
c6f50284-1506-4e82-854f-8fcf37,SYS-4A549A15-F-F0CFD-A-AC9AC,CON-560A51 Repair,3,2023-07-11 00:00:00,2023-07-12 00:00:00,in_progress,Repair for CON-560A51,Internal Team,2025-04-16 12:49:40,
70e27c58-e1b7-4278-8070-8ab7ee,SYS-4A549A15-F-F0CFD-A-AC9AC,CON-560A51 Inspection,2,2024-01-07 00:00:00,2024-01-09 00:00:00,scheduled,Inspection for CON-560A51,Vendor,2025-04-16 12:49:40,
fb39256a-3405-4826-98ab-fe9b36,SYS-4A549A15-F-F0CFD-A-AC9AC,CON-560A51 Maintenance,1,2024-07-05 00:00:00,2024-07-06 00:00:00,scheduled,Maintenance for CON-560A51,Contractor,2025-04-16 12:49:40,
5882b657-7f17-4e82-93ce-66f0d3,SYS-4A549A15-F-F0CFD-A-AC9AC,CON-560A51 Alteration,4,2025-07-05 00:00:00,2025-07-08 00:00:00,in_progress,Alteration for CON-560A51,Contractor,2025-04-16 12:49:40,
35a93b03-782f-464b-b5da-c74925,SYS-4A549A15-F-F0CFD-A-29173,CON-8AEAB7 Commissioning,1,2023-02-04 00:00:00,2023-02-05 00:00:00,completed,Initial commissioning and calibration of CON-8AEAB7,Contractor,2025-04-16 12:49:40,4010.5
fe349536-ea84-4127-b907-eb1b6c,SYS-4A549A15-F-F0CFD-A-29173,CON-8AEAB7 Inspection,2,2023-05-05 00:00:00,2023-05-06 00:00:00,scheduled,Inspection for CON-8AEAB7,Contractor,2025-04-16 12:49:40,
18bcf443-2def-4573-85e5-f26984,SYS-4A549A15-F-F0CFD-A-29173,CON-8AEAB7 Inspection,2,2024-05-04 00:00:00,2024-05-05 00:00:00,completed,Inspection for CON-8AEAB7,Vendor,2025-04-16 12:49:40,1936.81
b62793f3-27a3-4b68-97dd-04ec3e,SYS-4A549A15-F-F0CFD-A-29173,CON-8AEAB7 Repair,3,2024-06-03 00:00:00,2024-06-04 00:00:00,in_progress,Repair for CON-8AEAB7,Vendor,2025-04-16 12:49:40,
a0162fd8-ef2c-48f6-bb41-9339f7,SYS-4A549A15-F-F0CFD-A-29173,CON-8AEAB7 Alteration,4,2025-06-03 00:00:00,2025-06-06 00:00:00,completed,Alteration for CON-8AEAB7,Contractor,2025-04-16 12:49:40,3464.49
68932cf1-fed8-44b3-b4b4-e7303d,SYS-4A549A15-F-F0CFD-A-09FCC,CON-11550C Commissioning,1,2022-02-16 00:00:00,2022-02-17 00:00:00,completed,Initial commissioning and calibration of CON-11550C,Contractor,2025-04-16 12:49:40,4805.94
9ad8e1bd-bc4b-4fa4-9171-11b623,SYS-4A549A15-F-F0CFD-A-09FCC,CON-11550C Repair,3,2022-05-17 00:00:00,2022-05-20 00:00:00,in_progress,Repair for CON-11550C,Internal Team,2025-04-16 12:49:40,
9720b8c6-4ed7-429d-8e8d-8ce0ab,SYS-4A549A15-F-F0CFD-A-09FCC,CON-11550C Repair,3,2022-06-16 00:00:00,2022-06-19 00:00:00,scheduled,Repair for CON-11550C,Internal Team,2025-04-16 12:49:40,
cb89922f-fbc1-4dea-8dfc-30da93,SYS-4A549A15-F-F0CFD-A-09FCC,CON-11550C Maintenance,1,2022-08-15 00:00:00,2022-08-18 00:00:00,scheduled,Maintenance for CON-11550C,Internal Team,2025-04-16 12:49:40,
29476af0-9cc7-4492-821c-982ec5,SYS-4A549A15-F-F0CFD-A-09FCC,CON-11550C Alteration,4,2023-08-15 00:00:00,2023-08-18 00:00:00,in_progress,Alteration for CON-11550C,Internal Team,2025-04-16 12:49:40,
349b007a-4705-42b7-be82-e8b2f9,SYS-4A549A15-F-F0CFD-A-09FCC,CON-11550C Repair,3,2023-11-13 00:00:00,2023-11-15 00:00:00,in_progress,Repair for CON-11550C,Internal Team,2025-04-16 12:49:40,
2383d334-8532-4f2b-98e1-96dff3,SYS-4A549A15-F-F0CFD-A-09FCC,CON-11550C Repair,3,2024-05-11 00:00:00,2024-05-13 00:00:00,completed,Repair for CON-11550C,Internal Team,2025-04-16 12:49:40,1166.84
74803674-13cf-4dbe-839f-e66786,SYS-4A549A15-F-F0CFD-A-09FCC,CON-11550C Maintenance,1,2024-07-10 00:00:00,2024-07-11 00:00:00,completed,Maintenance for CON-11550C,Vendor,2025-04-16 12:49:40,1243.92
49ab7a53-de37-4d06-a8bf-f78e61,SYS-4A549A15-F-F0CFD-A-09FCC,CON-11550C Repair,3,2024-10-08 00:00:00,2024-10-10 00:00:00,completed,Repair for CON-11550C,Vendor,2025-04-16 12:49:40,4222.76
95dcded2-c19e-41fe-a10a-1d2d17,SYS-4A549A15-F-F0CFD-A-09FCC,CON-11550C Alteration,4,2025-01-06 00:00:00,2025-01-09 00:00:00,completed,Alteration for CON-11550C,Internal Team,2025-04-16 12:49:40,3193.73
32da721c-fc5b-41de-bef5-ed3844,SYS-4A549A15-F-F0CFD-A-74ECC,CON-9F6960 Commissioning,1,2022-07-04 00:00:00,2022-07-05 00:00:00,completed,Initial commissioning and calibration of CON-9F6960,Internal Team,2025-04-16 12:49:40,4402.09
db10da5b-9212-4ae8-90f9-669fbe,SYS-4A549A15-F-F0CFD-A-74ECC,CON-9F6960 Alteration,4,2022-08-03 00:00:00,2022-08-05 00:00:00,in_progress,Alteration for CON-9F6960,Vendor,2025-04-16 12:49:40,
815d9908-d6b5-4c74-b888-acf1c6,SYS-4A549A15-F-F0CFD-A-74ECC,CON-9F6960 Inspection,2,2023-08-03 00:00:00,2023-08-04 00:00:00,completed,Inspection for CON-9F6960,Internal Team,2025-04-16 12:49:40,3312.49
621ca147-5fc0-4bec-8751-3e7cbc,SYS-4A549A15-F-F0CFD-A-74ECC,CON-9F6960 Repair,3,2023-10-02 00:00:00,2023-10-04 00:00:00,scheduled,Repair for CON-9F6960,Contractor,2025-04-16 12:49:40,
8e179bef-714c-46b6-98fa-e80e2b,SYS-4A549A15-F-F0CFD-A-74ECC,CON-9F6960 Alteration,4,2023-12-01 00:00:00,2023-12-04 00:00:00,completed,Alteration for CON-9F6960,Contractor,2025-04-16 12:49:40,2288.31
0930c478-1d50-4d12-bfb8-20874f,SYS-4A549A15-F-F0CFD-A-74ECC,CON-9F6960 Inspection,2,2024-01-30 00:00:00,2024-01-31 00:00:00,in_progress,Inspection for CON-9F6960,Vendor,2025-04-16 12:49:40,
d7a19d3f-f906-4aac-8390-58cc28,SYS-4A549A15-F-F0CFD-A-74ECC,CON-9F6960 Alteration,4,2024-07-28 00:00:00,2024-07-31 00:00:00,scheduled,Alteration for CON-9F6960,Contractor,2025-04-16 12:49:40,
a8919666-c631-425a-a954-128cb7,SYS-4A549A15-F-F0CFD-A-74ECC,CON-9F6960 Alteration,4,2024-09-26 00:00:00,2024-09-27 00:00:00,scheduled,Alteration for CON-9F6960,Internal Team,2025-04-16 12:49:40,
093c9f57-7734-486c-87b0-37ff43,SYS-4A549A15-F-F0CFD-A-74ECC,CON-9F6960 Inspection,2,2025-03-25 00:00:00,2025-03-28 00:00:00,in_progress,Inspection for CON-9F6960,Contractor,2025-04-16 12:49:40,
e0d77b4e-b4e3-4314-a783-ae0b02,SYS-4A549A15-F-F0CFD-A-74ECC,CON-9F6960 Inspection,2,2025-04-24 00:00:00,2025-04-25 00:00:00,completed,Inspection for CON-9F6960,Vendor,2025-04-16 12:49:40,4451.57
35f1052c-d9bc-419f-b6e2-ae842e,SYS-4A549A15-F-F0CFD-A-0301C,CON-FEE5F9 Commissioning,1,2020-11-07 00:00:00,2020-11-08 00:00:00,completed,Initial commissioning and calibration of CON-FEE5F9,Internal Team,2025-04-16 12:49:40,1457.68
